1	1.50124E-9
1.1	-8.95127E-10
1.2	-8.00799E-10
1.3	1.20431E-9
1.4	1.2045E-9
1.5	-2.87557E-10
1.6	-1.03544E-10
1.7	1.33339E-9
1.8	1.73612E-9
1.9	3.26979E-9
2	7.81174E-9
2.1	1.21069E-8
2.2	1.68697E-8
2.3	1.78172E-8
2.4	1.53165E-8
2.5	8.35937E-9
2.6	2.67223E-9
2.7	-2.72049E-9
2.8	-1.70559E-9
2.9	2.00958E-9
3	1.30187E-9
3.1	-1.63131E-9
3.2	-1.0267E-9
3.3	1.27122E-9
3.4	7.16009E-10
3.5	-1.02306E-9
3.6	-5.92441E-10
3.7	7.55411E-10
3.8	3.84446E-10
3.9	-6.44575E-10
4	-3.46382E-10
4.1	4.62077E-10
4.2	1.93311E-10
4.3	-4.23604E-10
4.4	-1.98611E-10
4.5	2.66846E-10
4.6	8.4676E-11
4.7	-2.80086E-10
4.8	-1.24435E-10
4.9	1.46218E-10
5	2.59336E-11
5.1	-1.8161E-10
5.2	-8.09249E-11
5.3	8.12111E-11
5.4	-1.79341E-11
5.5	-1.39668E-10
5.6	-4.63147E-11
5.7	4.65473E-11
5.8	-4.58621E-11
5.9	-1.12789E-10
6	-4.37811E-11
6.1	1.3781E-11
6.2	-3.68655E-11
6.3	-6.85681E-11
6.4	-4.30065E-11
6.5	-2.93745E-11
6.6	-5.35413E-11
6.7	-5.00194E-11
6.8	-4.32608E-11
6.9	-4.62975E-11
7	-3.48988E-11
7.1	-3.57478E-11
7.2	-4.41799E-11
7.3	-5.40346E-11
7.4	-4.62342E-11
7.5	-4.06338E-11
7.6	-4.85949E-11
7.7	-5.04015E-11
7.8	-4.68576E-11
7.9	-4.27828E-11
8	-5.30086E-11
8.1	-4.75863E-11
8.2	-4.47613E-11
8.3	-3.79044E-11
8.4	-4.2317E-11
8.5	-4.07937E-11
8.6	-4.99206E-11
8.7	-5.12961E-11
8.8	-5.18225E-11
8.9	-4.35349E-11
9	-3.66437E-11
9.1	-5.53848E-11
9.2	-5.56156E-11
9.3	-5.73994E-11
9.4	-5.28764E-11
9.5	-4.5416E-11
9.6	-4.7958E-11
9.7	-4.27883E-11
9.8	-4.32573E-11
9.9	-7.01237E-11
10	-5.07673E-11
10.1	-3.47043E-11
10.2	-4.86285E-11
10.3	-6.72354E-11
10.4	-5.43914E-11
10.5	-4.98237E-11
10.6	-4.34437E-11
10.7	-5.30442E-11
10.8	-5.72795E-11
10.9	-5.96605E-11
11	-5.46866E-11
11.1	-5.44495E-11
11.2	-4.7375E-11
11.3	-5.22521E-11
11.4	-6.74995E-11
11.5	-5.20377E-11
11.6	-3.44669E-11
11.7	-4.98928E-11
11.8	-6.62619E-11
11.9	-4.05084E-11
12	-2.64434E-11
12.1	-5.2198E-11
12.2	-6.72461E-11
12.3	-4.28599E-11
12.4	-3.79932E-11
12.5	-6.20679E-11
12.6	-6.80733E-11
12.7	-6.15883E-11
12.8	-3.67408E-11
12.9	-4.20689E-11
13	-6.67301E-11
13.1	-6.65556E-11
13.2	-3.32855E-11
13.3	-3.21985E-11
13.4	-6.9262E-11
13.5	-7.20264E-11
13.6	-2.72253E-11
13.7	2.58189E-11
13.8	3.36136E-10
13.9	9.7454E-10
14	1.20232E-9
14.1	1.05101E-9
14.2	9.97685E-10
14.3	8.93835E-10
14.4	1.89365E-10
14.5	-4.11946E-10
14.6	-1.63275E-10
14.7	2.19431E-10
14.8	3.49998E-11
14.9	-2.15573E-10
15	-3.29426E-11
15.1	1.78424E-10
15.2	2.88765E-11
15.3	-1.32325E-10
15.4	-5.0464E-11
15.5	1.94558E-11
15.6	-6.59255E-11
15.7	-1.17973E-10
15.8	-1.51299E-11
15.9	8.19056E-11
16	7.03784E-11
16.1	3.55143E-11
16.2	4.75014E-11
16.3	4.91435E-11
16.4	-4.16723E-11
16.5	-1.06016E-10
16.6	-6.10465E-11
16.7	-1.44064E-11
16.8	-3.84537E-11
16.9	-4.08292E-11
17	2.4789E-14
17.1	6.37276E-12
17.2	-1.3804E-11
17.3	-2.79836E-11
17.4	-6.17694E-11
17.5	-6.66844E-11
17.6	-5.35214E-11
17.7	-4.30044E-11
17.8	2.13795E-11
17.9	1.11436E-10
18	1.58402E-10
18.1	1.2495E-10
18.2	8.42502E-11
18.3	7.92084E-11
18.4	-2.31261E-11
18.5	-1.16774E-10
18.6	-7.41848E-11
18.7	-1.39056E-11
18.8	-4.9623E-11
18.9	-7.57315E-11
19	-4.98205E-11
19.1	-2.26742E-11
19.2	-5.45865E-11
19.3	-7.87119E-11
19.4	-5.02302E-11
19.5	-4.98696E-11
19.6	-5.57297E-11
19.7	-6.5365E-11
19.8	-3.41069E-11
19.9	-9.32854E-12
20	1.50318E-11
20.1	1.87232E-12
20.2	-5.13229E-11
20.3	-4.93449E-11
20.4	-3.61338E-11
20.5	-6.92192E-11
20.6	-9.20259E-11
20.7	-5.10203E-11
20.8	-3.15182E-11
20.9	-6.78738E-11
21	-8.43427E-11
21.1	-5.2639E-11
21.2	-4.36703E-11
21.3	-7.45404E-11
21.4	-6.75605E-11
21.5	-4.46037E-11
21.6	-5.61359E-11
21.7	-8.67556E-11
21.8	-7.60463E-11
21.9	-3.75071E-11
22	-4.82136E-11
22.1	-8.62669E-11
22.2	-6.72927E-11
22.3	-3.89586E-11
22.4	-5.43216E-11
22.5	-7.2097E-11
22.6	-6.08311E-11
22.7	-8.04119E-11
22.8	-6.50413E-11
22.9	-2.88368E-11
23	-6.05337E-11
23.1	-9.3592E-11
23.2	-6.79689E-11
23.3	-3.94063E-11
23.4	-5.76839E-11
23.5	-8.91309E-11
23.6	-6.19727E-11
23.7	-4.39277E-11
23.8	-5.70465E-11
23.9	-8.18731E-11
24	-6.5114E-11
24.1	-4.49194E-11
24.2	-6.19042E-11
24.3	-7.90715E-11
24.4	-5.9537E-11
24.5	-4.59697E-11
24.6	-6.06132E-11
24.7	-7.77094E-11
24.8	-5.84641E-11
24.9	-4.25545E-11
25	-6.21884E-11
25.1	-6.37087E-11
25.2	-6.82221E-11
25.3	-5.47425E-11
25.4	-5.09097E-11
25.5	-6.74867E-11
25.6	-8.41573E-11
25.7	-5.71931E-11
25.8	-4.33732E-11
25.9	-6.53361E-11
26	-8.02096E-11
26.1	-6.1356E-11
26.2	-4.92585E-11
26.3	-6.65479E-11
26.4	-7.50296E-11
26.5	-5.14571E-11
26.6	-5.33707E-11
26.7	-6.28083E-11
26.8	-6.98409E-11
26.9	-5.66753E-11
27	-4.5534E-11
27.1	-2.22017E-11
27.2	2.11697E-12
27.3	4.30273E-11
27.4	1.62875E-10
27.5	4.16833E-10
27.6	1.0448E-9
27.7	4.31136E-9
27.8	1.03986E-8
27.9	1.45634E-8
28	1.76176E-8
28.1	1.8089E-8
28.2	1.74301E-8
28.3	1.40264E-8
28.4	6.32466E-9
28.5	1.09091E-9
28.6	-3.21739E-9
28.7	-6.34238E-10
28.8	2.53718E-9
28.9	5.007E-10
29	-1.93031E-9
29.1	-1.37296E-10
29.2	1.73361E-9
29.3	7.94867E-11
29.4	-1.39573E-9
29.5	-9.41734E-11
29.6	1.00269E-9
29.7	-6.4455E-11
29.8	-8.96758E-10
29.9	-1.28906E-11
30	6.0935E-10
30.1	-1.14404E-10
30.2	-5.77795E-10
30.3	1.68988E-11
30.4	3.49048E-10
30.5	-1.3472E-10
30.6	-3.88046E-10
30.7	1.12547E-11
30.8	1.88769E-10
30.9	-1.24271E-10
31	-2.51644E-10
31.1	-2.22522E-11
31.2	8.38986E-11
31.3	-9.93315E-11
31.4	-1.78414E-10
31.5	-1.54965E-11
31.6	5.03766E-11
31.7	-2.08369E-11
31.8	6.36034E-11
31.9	2.36733E-10
32	2.49186E-10
32.1	1.17628E-10
32.2	8.40578E-11
32.3	9.99972E-11
32.4	-7.82465E-11
32.5	-1.55151E-10
32.6	-3.78426E-11
32.7	1.2504E-11
32.8	-8.69903E-11
32.9	-1.18202E-10
33	-5.17844E-11
33.1	-2.73978E-11
33.2	-6.5171E-11
33.3	-1.01081E-10
33.4	-5.84964E-11
33.5	-3.72328E-11
33.6	-7.17735E-11
33.7	-7.76249E-11
33.8	-5.34055E-11
33.9	-4.45738E-11
34	-5.92032E-11
34.1	-6.13142E-11
34.2	-6.46886E-11
34.3	-4.69013E-11
34.4	-5.05204E-11
34.5	-7.94803E-11
34.6	-7.83781E-11
34.7	-4.8559E-11
34.8	-3.69605E-11
34.9	-5.45156E-11
35	-7.68791E-11
35.1	-6.25986E-11
35.2	-4.66328E-11
35.3	-5.07297E-11
35.4	-6.26407E-11
35.5	-4.86208E-11
35.6	-5.13063E-11
35.7	-5.74925E-11
35.8	-6.03631E-11
35.9	-4.46708E-11
36	-4.13456E-11
36.1	-7.48115E-11
36.2	-7.06346E-11
36.3	-4.19249E-11
36.4	-3.51006E-11
36.5	-6.68723E-11
36.6	-7.86515E-11
36.7	-3.76259E-11
36.8	-4.9951E-11
36.9	-6.20823E-11
37	-5.85653E-11
37.1	-4.79423E-11
37.2	-4.51542E-11
37.3	-6.34619E-11
37.4	-7.11408E-11
37.5	-5.56747E-11
37.6	-3.01513E-11
37.7	-4.20852E-11
37.8	-6.92672E-11
37.9	-6.63153E-11
38	-4.79277E-11
38.1	-4.69984E-11
38.2	-4.70579E-11
38.3	-5.72366E-11
38.4	-5.41235E-11
38.5	-3.97796E-11
38.6	-4.25596E-11
38.7	-6.96595E-11
38.8	-6.52875E-11
38.9	-3.47755E-11
39	-2.64986E-11
39.1	-6.22085E-11
39.2	-6.07636E-11
39.3	-4.33966E-11
39.4	-2.73721E-11
39.5	-4.41621E-11
39.6	-2.29242E-11
39.7	1.12055E-10
39.8	2.7708E-10
39.9	3.19667E-10
40	3.09279E-10
